set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging
5767-1,Cool Cruiser,/sets/5767-1/Cool-Cruiser,Model making,Creator,,2011.0,621.0,0.0,/inventories/5767-1,,39.99,45.0,26.0,4.0,4.0,"14 Wide Car, Car, Convertible, Formula 1, Functional Steering, Multibuild, Racing, Racing Car, Telehandler",Normal,Box
5770-1,Lighthouse Island,/sets/5770-1/Lighthouse-Island,Model making,Creator,,2011.0,518.0,1.0,/inventories/5770-1,/minifigs/inset-5770-1,39.99,70.0,39.0,4.9,12.0,"Bbq, Boat, Brick Built Animals, Fish, Garden, Island, Light Brick, Lighthouse, Multibuild, Restaurant, Seagull",Normal,Box
5771-1,Hillside House,/sets/5771-1/Hillside-House,Model making,Creator,,2011.0,714.0,1.0,/inventories/5771-1,/minifigs/inset-5771-1,69.99,88.0,55.0,4.9,9.0,"Baseplate, Bbq, Brick Built Animals, Brick Built Tree, Car, Delivery Truck, Dog, Electric, Fireplace, Greenhouse, House, Mini Modular, Multibuild, Solar Panel, Sound Brick, Swimming Pool, Truck",Normal,Box
5793-1,Nurse's Car,/sets/5793-1/Nurse-s-Car,Pre-school,Duplo,,2011.0,10.0,1.0,/inventories/5793-1,/minifigs/inset-5793-1,9.99,8.0,,,,,Normal,
5794-1,Emergency Helicopter,/sets/5794-1/Emergency-Helicopter,Pre-school,Duplo,,2011.0,18.0,2.0,/inventories/5794-1,/minifigs/inset-5794-1,24.99,35.0,22.0,,,"Aircraft, Helicopter, Medical, Propeller Aircraft",Normal,
5795-1,Big City Hospital,/sets/5795-1/Big-City-Hospital,Pre-school,Duplo,,2011.0,111.0,5.0,/inventories/5795-1,/minifigs/inset-5795-1,89.99,163.0,113.0,,,"Ambulance, Baby, Crane, Electric, Hospital, Light And Sound System, Medical, Wheelchair, X Ray",Normal,
5817-1,Agent Mater,/sets/5817-1/Agent-Mater,Pre-school,Duplo,Cars,2011.0,11.0,0.0,/inventories/5817-1,,14.99,15.0,10.0,,,"Cars 2, Disney, Pixar, Tow Mater",Normal,
5818-1,Luigi's Italian Place,/sets/5818-1/Luigi-s-Italian-Place,Pre-school,Duplo,Cars,2011.0,22.0,0.0,/inventories/5818-1,,19.99,30.0,23.0,,,"Disney, Forklift, Guido, Pixar",Normal,
5819-1,Tokyo Racing,/sets/5819-1/Tokyo-Racing,Pre-school,Duplo,Cars,2011.0,45.0,0.0,/inventories/5819-1,,29.99,66.0,,,,"Cars 2, Disney, Japan, Lightning Mcqueen, Pixar, Racing Car",Normal,
5828-1,Big Bentley,/sets/5828-1/Big-Bentley,Pre-school,Duplo,Cars,2011.0,67.0,0.0,/inventories/5828-1,,39.99,56.0,40.0,4.0,1.0,"Cars 2, Disney, Finn McMissile, Lightning Mcqueen, London, Pixar, Racing Car, Tow Mater, Tow Truck, United Kingdom",Normal,
5829-1,The Pit Stop,/sets/5829-1/The-Pit-Stop,Pre-school,Duplo,Cars,2011.0,52.0,0.0,/inventories/5829-1,,49.99,90.0,57.0,,,"Camper Van, Cars 2, Disney, Fillmore, Forklift, Formula 1, Francesco Bernoulli, Guido, Lightning Mcqueen, Octan, Pit Stop, Pixar, Racing Car, Volkswagen, World Grand Prix",Normal,
5839-1,World Grand Prix,/sets/5839-1/World-Grand-Prix,Pre-school,Duplo,Cars,2011.0,35.0,0.0,/inventories/5839-1,,39.99,81.0,,,,"Cars 2, Disney, Formula 1, Francesco Bernoulli, Lightning Mcqueen, Pixar, Racing Car, Shu Todoroki, World Grand Prix",Normal,
5929-1,Knight and Castle Building Set,/sets/5929-1/Knight-and-Castle-Building-Set,Basic,Bricks and More,,2011.0,144.0,1.0,/inventories/5929-1,/minifigs/inset-5929-1,9.99,25.0,7.0,4.2,5.0,"Castle, Dragon",Normal,Box
5930-1,Road Construction Building Set,/sets/5930-1/Road-Construction-Building-Set,Basic,Bricks and More,,2011.0,121.0,1.0,/inventories/5930-1,/minifigs/inset-5930-1,9.99,19.0,6.0,4.3,3.0,"Construction, Front Loader, Tipper Truck",Normal,Box
5931-1,My First LEGO DUPLO Set,/sets/5931-1/My-First-LEGO-DUPLO-Set,Pre-school,Duplo,,2011.0,30.0,1.0,/inventories/5931-1,/minifigs/inset-5931-1,14.99,19.0,,,,,Normal,
5932-1,My First LEGO Set,/sets/5932-1/My-First-LEGO-Set,Basic,Bricks and More,,2011.0,231.0,1.0,/inventories/5932-1,/minifigs/inset-5932-1,14.99,11.0,9.0,4.5,2.0,"Aircraft, Brick Built Animals, Brick Built Tree, Car, Cat, Helicopter, House",Normal,Box
5933-1,Airport Building Set,/sets/5933-1/Airport-Building-Set,Basic,Bricks and More,,2011.0,310.0,2.0,/inventories/5933-1,/minifigs/inset-5933-1,19.99,26.0,11.0,4.7,3.0,"Aircraft, Airport, Propeller Aircraft, Tanker Vehicle, Trailer, Truck",Normal,Box
5945-1,Winnie the Pooh's Picnic,/sets/5945-1/Winnie-the-Pooh-s-Picnic,Pre-school,Duplo,Winnie the Pooh,2011.0,13.0,1.0,/inventories/5945-1,/minifigs/inset-5945-1,9.99,26.0,9.0,3.0,1.0,"Brick Built Tree, Disney, Disney Classics",Normal,
5946-1,Tigger's Expedition,/sets/5946-1/Tigger-s-Expedition,Pre-school,Duplo,Winnie the Pooh,2011.0,26.0,2.0,/inventories/5946-1,/minifigs/inset-5946-1,19.99,28.0,22.0,,,"Boat, Disney, Disney Classics",Normal,
5947-1,Winnie the Pooh's House,/sets/5947-1/Winnie-the-Pooh-s-House,Pre-school,Duplo,Winnie the Pooh,2011.0,40.0,3.0,/inventories/5947-1,/minifigs/inset-5947-1,29.99,90.0,32.0,,,"Brick Built Tree, Disney, Disney Classics, House, Slide",Normal,
6051-1,Play with Letters Set,/sets/6051-1/Play-with-Letters-Set,Pre-school,Duplo,,2011.0,62.0,1.0,/inventories/6051-1,/minifigs/inset-6051-1,29.99,70.0,37.0,,,Cat,Normal,
6052-1,My First LEGO DUPLO Vehicle Set,/sets/6052-1/My-First-LEGO-DUPLO-Vehicle-Set,Pre-school,Duplo,,2011.0,90.0,2.0,/inventories/6052-1,/minifigs/inset-6052-1,,47.0,,,,"Brick Built Tree, Octan, Tow Truck",Normal,Tub
6053-1,My First LEGO Town,/sets/6053-1/My-First-LEGO-Town,Basic,Bricks and More,,2011.0,704.0,2.0,/inventories/6053-1,/minifigs/inset-6053-1,,50.0,,,,"Baked Goods, Bedroom, Bird, Brick Built Animals, Car, Convertible, Horse, House, Kitchen, Refuse Truck, Shop, Truck",Normal,Tub
6130-1,DUPLO Build and Play,/sets/6130-1/DUPLO-Build-and-Play,Pre-school,Duplo,,2011.0,100.0,1.0,/inventories/6130-1,/minifigs/inset-6130-1,,36.0,,,,,Normal,
6131-1,LEGO Build and Play,/sets/6131-1/LEGO-Build-and-Play,Basic,Bricks and More,,2011.0,645.0,1.0,/inventories/6131-1,/minifigs/inset-6131-1,,,23.0,,,"Aircraft, Brick Built Animals, Brick Built Tree, House, Racing Car, Truck",Normal,Tub
6136-1,My First Zoo,/sets/6136-1/My-First-Zoo,Pre-school,Duplo,Zoo,2011.0,60.0,1.0,/inventories/6136-1,/minifigs/inset-6136-1,24.99,18.0,20.0,,,"Brick Built Tree, Car, Elephant, Fish, Giraffe, Polar Bear, Tiger, Zoo",Normal,
6137-1,My First Supermarket,/sets/6137-1/My-First-Supermarket,Pre-school,Duplo,,2011.0,38.0,2.0,/inventories/6137-1,/minifigs/inset-6137-1,19.99,21.0,13.0,5.0,1.0,"Baked Goods, Cart, Fresh Produce, Shop",Normal,
6138-1,My First Fire Station,/sets/6138-1/My-First-Fire-Station,Pre-school,Duplo,,2011.0,60.0,2.0,/inventories/6138-1,/minifigs/inset-6138-1,29.99,32.0,0.0,5.0,1.0,"Brick Built Tree, Car, Convertible, Dog, Fire, Fire Car, Fire Station, Fire Truck, Truck",Normal,
6918-1,Blacksmith Attack,/sets/6918-1/Blacksmith-Attack,Historical,Castle,Kingdoms,2011.0,104.0,2.0,/inventories/6918-1,/minifigs/inset-6918-1,9.99,31.0,23.0,4.6,17.0,"Blacksmith, Chicken, Dragon Knights",Normal,Box
7049-1,Alien Striker,/sets/7049-1/Alien-Striker,Action/Adventure,Space,Alien Conquest,2011.0,42.0,2.0,/inventories/7049-1,/minifigs/inset-7049-1,4.99,8.0,4.0,3.9,15.0,Spaceship,Normal,Box
7050-1,Alien Defender,/sets/7050-1/Alien-Defender,Action/Adventure,Space,Alien Conquest,2011.0,105.0,2.0,/inventories/7050-1,/minifigs/inset-7050-1,9.99,12.0,5.0,4.6,7.0,Ground Vehicle,Normal,Box
7051-1,Tripod Invader,/sets/7051-1/Tripod-Invader,Action/Adventure,Space,Alien Conquest,2011.0,165.0,2.0,/inventories/7051-1,/minifigs/inset-7051-1,19.99,33.0,19.0,5.0,17.0,"Mech, Walker",Normal,Box
7052-1,UFO Abduction,/sets/7052-1/UFO-Abduction,Action/Adventure,Space,Alien Conquest,2011.0,211.0,3.0,/inventories/7052-1,/minifigs/inset-7052-1,29.99,44.0,22.0,4.9,12.0,"Light Brick, Spaceship",Normal,Box
7065-1,Alien Mothership,/sets/7065-1/Alien-Mothership,Action/Adventure,Space,Alien Conquest,2011.0,416.0,2.0,/inventories/7065-1,/minifigs/inset-7065-1,59.99,46.0,32.0,4.0,8.0,"Sound Brick, Spaceship",Normal,Box
7066-1,Earth Defense HQ,/sets/7066-1/Earth-Defense-HQ,Action/Adventure,Space,Alien Conquest,2011.0,875.0,5.0,/inventories/7066-1,/minifigs/inset-7066-1,89.99,85.0,66.0,5.0,9.0,"Converts, Ground Vehicle, Lab, Mobile Base, Spaceship, Trailer",Normal,Box
7067-1,Jet-Copter Encounter,/sets/7067-1/Jet-Copter-Encounter,Action/Adventure,Space,Alien Conquest,2011.0,375.0,3.0,/inventories/7067-1,/minifigs/inset-7067-1,39.99,53.0,24.0,4.4,5.0,"Aircraft, Helicopter, Jet Aircraft, Propeller Aircraft, Spaceship",Normal,Box
7187-1,Escape from the Dragon's Prison,/sets/7187-1/Escape-from-the-Dragon-s-Prison,Historical,Castle,Kingdoms,2011.0,185.0,4.0,/inventories/7187-1,/minifigs/inset-7187-1,19.99,70.0,50.0,4.0,9.0,"Cart, Castle, Catapult, Dragon Knights, Horse, Lion Knights",Normal,Box
7188-1,King's Carriage Ambush,/sets/7188-1/King-s-Carriage-Ambush,Historical,Castle,Kingdoms,2011.0,286.0,4.0,/inventories/7188-1,/minifigs/inset-7188-1,39.99,39.0,36.0,4.0,6.0,"Brick Built Tree, Carriage, Dragon Knights, Fish, Horse, Lion Knights, Spider",Normal,Box
7189-1,Mill Village Raid,/sets/7189-1/Mill-Village-Raid,Historical,Castle,Kingdoms,2011.0,663.0,6.0,/inventories/7189-1,/minifigs/inset-7189-1,69.99,181.0,154.0,4.4,9.0,"Bird, Brick Built Animals, Carriage, Chicken, Dragon Knights, Farm, Fresh Produce, Goat, Horse, Pig, Stable, Windmill",Normal,Box
7279-1,Police Minifigure Collection,/sets/7279-1/Police-Minifigure-Collection,Modern day,City,Police,2011.0,57.0,4.0,/inventories/7279-1,/minifigs/inset-7279-1,9.99,7.0,4.0,4.4,21.0,"Atm, Dog, Police, Police Car, Quad Bike",Normal,Box
7285-1,Police Dog Unit,/sets/7285-1/Police-Dog-Unit,Modern day,City,Police,2011.0,96.0,1.0,/inventories/7285-1,/minifigs/inset-7285-1,12.99,24.0,6.0,4.4,12.0,"Dog, Police, Police Car",Normal,Box
7286-1,Prisoner Transport,/sets/7286-1/Prisoner-Transport,Modern day,City,Police,2011.0,173.0,2.0,/inventories/7286-1,/minifigs/inset-7286-1,19.99,29.0,9.0,4.4,9.0,"Motorcycle, Police, Police Car, Prisoner Transport",Normal,Box
7287-1,Police Boat,/sets/7287-1/Police-Boat,Modern day,City,Police,2011.0,172.0,3.0,/inventories/7287-1,/minifigs/inset-7287-1,39.99,60.0,20.0,3.3,7.0,"Boat, Floats On Water, Jetski, Police, Police Boat, Police Ship",Normal,Box
7288-1,Mobile Police Unit,/sets/7288-1/Mobile-Police-Unit,Modern day,City,Police,2011.0,408.0,3.0,/inventories/7288-1,/minifigs/inset-7288-1,44.99,50.0,19.0,4.3,6.0,"Articulated Lorry, Car, Coffee Machine, Convertible, Mobile Base, Motorcycle, Police, Police Car, Prisoner Transport, Trailer, Truck, Tv",Normal,Box
7305-1,Scarab Attack,/sets/7305-1/Scarab-Attack,Historical,Pharaoh's Quest,,2011.0,44.0,1.0,/inventories/7305-1,/minifigs/inset-7305-1,4.99,9.0,5.0,4.0,24.0,"Jake Raines, Brick Built Animals, Egypt, Insect",Normal,Box
7306-1,Golden Staff Guardians,/sets/7306-1/Golden-Staff-Guardians,Historical,Pharaoh's Quest,,2011.0,70.0,3.0,/inventories/7306-1,/minifigs/inset-7306-1,9.99,23.0,16.0,4.4,18.0,"Mac McCloud, Mummy Warrior, Egypt, Motorcycle",Normal,Box
7307-1,Flying Mummy Attack,/sets/7307-1/Flying-Mummy-Attack,Historical,Pharaoh's Quest,,2011.0,125.0,3.0,/inventories/7307-1,/minifigs/inset-7307-1,19.99,43.0,19.0,4.4,18.0,"Flying Mummy, Jake Raines, Aircraft, Biplane, Egypt, Propeller Aircraft",Normal,Box
7325-1,Cursed Cobra Statue,/sets/7325-1/Cursed-Cobra-Statue,Historical,Pharaoh's Quest,,2011.0,213.0,3.0,/inventories/7325-1,/minifigs/inset-7325-1,29.99,39.0,28.0,4.2,13.0,"Helena Tova Skvalling, Jake Raines, Mummy Warrior, 4X4, Brick Built Animals, Car, Egypt, Snake, Statue",Normal,Box
7326-1,Rise of the Sphinx,/sets/7326-1/Rise-of-the-Sphinx,Historical,Pharaoh's Quest,,2011.0,527.0,3.0,/inventories/7326-1,/minifigs/inset-7326-1,49.99,65.0,47.0,4.9,7.0,"Jake Raines, Mummy Warrior, Brick Built Animals, Car, Egypt, Hot Rod, Statue",Normal,Box
7327-1,Scorpion Pyramid,/sets/7327-1/Scorpion-Pyramid,Historical,Pharaoh's Quest,,2011.0,792.0,7.0,/inventories/7327-1,/minifigs/inset-7327-1,99.99,238.0,160.0,4.7,10.0,"Amset-Ra, Anubis Guard, Flying Mummy, Jake Raines, Mac McCloud, Professor Archibald Hale, Baseplate, Brick Built Animals, Car, Egypt, Raised Baseplate, Scorpions, Snake, Tracked Vehicle, Truck",Normal,Box
7498-1,Police Station,/sets/7498-1/Police-Station,Modern day,City,Police,2011.0,783.0,6.0,/inventories/7498-1,/minifigs/inset-7498-1,99.99,140.0,52.0,4.8,12.0,"Baseplate, Bicycle, Camera, Coffee Machine, Dog, Lamppost, Landing Pad, Police, Police Car, Police Station, Road Baseplate, Sliding Door, Van, Water Cooler",Normal,Box
7499-1,Flexible and Straight Tracks,/sets/7499-1/Flexible-and-Straight-Tracks,Modern day,City,Trains,2011.0,24.0,0.0,/inventories/7499-1,,19.99,21.0,14.0,1.8,4.0,"Track, Train Track",Normal,Box
7553-1,City Advent Calendar,/sets/7553-1/City-Advent-Calendar,Modern day,City,Seasonal,2011.0,232.0,6.0,/inventories/7553-1,/minifigs/inset-7553-1,34.99,26.0,20.0,5.0,1.0,"Advent Calendar, Brick Built Tree, Catapult, Christmas, Christmas Tree, Dog, Fish, Police, Police Car, Police Station, Santa Claus, Snowmobile",Normal,Box
7696-1,Commuter Jet,/sets/7696-1/Commuter-Jet,Modern day,City,Airport,2011.0,108.0,2.0,/inventories/7696-1,/minifigs/inset-7696-1,,44.0,20.0,4.0,1.0,"Aircraft, Airline Promo, Airplane, Jet Aircraft",Normal,Box
7868-1,Mace Windu's Jedi Starfighter,/sets/7868-1/Mace-Windu-s-Jedi-Starfighter,Licensed,Star Wars,The Clone Wars,2011.0,313.0,5.0,/inventories/7868-1,/minifigs/inset-7868-1,39.99,110.0,67.0,4.4,7.0,"Battle Droid, Mace Windu, R8-B7, TX-20, Cartoon, Cartoon Network, Delta 7B Aethersprite Class Light Interceptor, Droid, Galactic Republic, Jedi, Separatists, Special Edition, Stap, Starfighter",Normal,Box
7869-1,Battle for Geonosis,/sets/7869-1/Battle-for-Geonosis,Licensed,Star Wars,The Clone Wars,2011.0,331.0,5.0,/inventories/7869-1,/minifigs/inset-7869-1,39.99,85.0,52.0,4.5,10.0,"Battle Droid, Captain Rex, Luminara Unduli, Super Battle Droid, Barc Speeder, Cartoon, Cartoon Network, Droid, Galactic Republic, Geonosis, Separatists, Walker",Normal,Box
7877-1,Naboo Starfighter,/sets/7877-1/Naboo-Starfighter,Licensed,Star Wars,Episode I,2011.0,318.0,6.0,/inventories/7877-1,/minifigs/inset-7877-1,49.99,43.0,30.0,4.5,4.0,"Anakin Skywalker, Battle Droid Security, Droideka, Naboo Fighter Pilot, R2-D2, Droid, Naboo, Prequel Trilogy, Starfighter, The Phantom Menace",Normal,Box
7879-1,Hoth Echo Base,/sets/7879-1/Hoth-Echo-Base,Licensed,Star Wars,Episode V,2011.0,773.0,8.0,/inventories/7879-1,/minifigs/inset-7879-1,89.99,148.0,122.0,4.1,8.0,"2-1B, Chewbacca, Han Solo, Luke Skywalker, Princess Leia, R-3PO, Snowtrooper, Droid, Echo Base, Frozen Treats, Hoth, Medical, Original Trilogy, Rebel Alliance, Tauntaun, The Empire Strikes Back",Normal,Box
7913-1,Clone Trooper Battle Pack,/sets/7913-1/Clone-Trooper-Battle-Pack,Licensed,Star Wars,The Clone Wars,2011.0,85.0,4.0,/inventories/7913-1,/minifigs/inset-7913-1,12.99,37.0,14.0,4.3,31.0,"Clone Trooper, Barc Speeder, Battle Pack, Cartoon, Cartoon Network, Galactic Republic",Normal,Box
7914-1,Mandalorian Battle Pack,/sets/7914-1/Mandalorian-Battle-Pack,Licensed,Star Wars,The Clone Wars,2011.0,68.0,4.0,/inventories/7914-1,/minifigs/inset-7914-1,12.99,26.0,13.0,4.2,32.0,"Mandalorian, Battle Pack, Cartoon, Cartoon Network, Mandalorians",Normal,Box
7915-1,Imperial V-wing Starfighter,/sets/7915-1/Imperial-V-wing-Starfighter,Licensed,Star Wars,Legends,2011.0,139.0,2.0,/inventories/7915-1,/minifigs/inset-7915-1,19.99,31.0,13.0,4.4,21.0,"Imperial V-Wing Pilot, R2-Q2, Droid, Galactic Empire, Starfighter",Normal,Box
7929-1,The Battle of Naboo,/sets/7929-1/The-Battle-of-Naboo,Licensed,Star Wars,Episode I,2011.0,241.0,12.0,/inventories/7929-1,/minifigs/inset-7929-1,24.99,47.0,18.0,4.5,24.0,"Battle Droid Pilot, Battle Droid, Gungan Warrior, Jar-Jar Binks, Droid, Naboo, Prequel Trilogy, The Phantom Menace, Trade Federation",Normal,Box
7930-1,Bounty Hunter Assault Gunship,/sets/7930-1/Bounty-Hunter-Assault-Gunship,Licensed,Star Wars,The Clone Wars,2011.0,389.0,4.0,/inventories/7930-1,/minifigs/inset-7930-1,49.99,55.0,35.0,4.9,7.0,"Assassin Droid, Aurra Sing, Embo, Sugi, Bounty Hunters, Cartoon, Cartoon Network, Droid",Normal,Box
7931-1,T-6 Jedi Shuttle,/sets/7931-1/T-6-Jedi-Shuttle,Licensed,Star Wars,The Clone Wars,2011.0,389.0,4.0,,/minifigs/inset-7931-1,59.99,73.0,39.0,4.2,14.0,"Anakin Skywalker, Obi-Wan Kenobi, Saesee Tiin, Shaak Ti, Cartoon, Cartoon Network, Galactic Republic, Jedi, Star Wars Shuttle",Normal,Box
7956-1,Ewok Attack,/sets/7956-1/Ewok-Attack,Licensed,Star Wars,Episode VI,2011.0,166.0,3.0,/inventories/7956-1,/minifigs/inset-7956-1,24.99,47.0,23.0,4.1,16.0,"Logray, Scout Trooper, Tokkat, Brick Built Tree, Catapult, Forest, Galactic Empire, Original Trilogy, Rebel Alliance, Return Of The Jedi",Normal,Box
7957-1,Sith Nightspeeder,/sets/7957-1/Sith-Nightspeeder,Licensed,Star Wars,The Clone Wars,2011.0,213.0,3.0,/inventories/7957-1,/minifigs/inset-7957-1,24.99,37.0,17.0,4.4,7.0,"Anakin Skywalker, Asajj Ventress, Savage Opress, Cartoon, Cartoon Network, Sith",Normal,Box
7958-1,Star Wars Advent Calendar,/sets/7958-1/Star-Wars-Advent-Calendar,Licensed,Star Wars,Seasonal,2011.0,266.0,9.0,/inventories/7958-1,/minifigs/inset-7958-1,39.99,34.0,38.0,4.3,8.0,"Battle Droid Pilot, Chewbacca, Clone Pilot, Mouse Droid, Nute Gunray, R2-Q5, TIE Fighter Pilot, Yoda, Zev Senesca, Advent Calendar, Brick Built Tree, Christmas, Christmas Tree, Droid, Microscale, Slave I, Snowspeeder, Star Wars Shuttle, Starfighter, Walker",Normal,Box
7959-1,Geonosian Starfighter,/sets/7959-1/Geonosian-Starfighter,Licensed,Star Wars,The Clone Wars,2011.0,155.0,3.0,/inventories/7959-1,/minifigs/inset-7959-1,29.99,45.0,23.0,4.1,10.0,"Commander Cody, Geonosian, Ki-Adi-Mundi, Cartoon, Cartoon Network, Geonosis, Separatists, Starfighter",Normal,Box
7961-1,Darth Maul's Sith Infiltrator,/sets/7961-1/Darth-Maul-s-Sith-Infiltrator,Licensed,Star Wars,Episode I,2011.0,479.0,4.0,/inventories/7961-1,/minifigs/inset-7961-1,69.99,64.0,32.0,4.3,8.0,"Captain Panaka, Darth Maul, Padmé Amidala, Qui-Gon Jinn, Droid, Sith, The Phantom Menace",Normal,Box
7962-1,Anakin Skywalker and Sebulba's Podracers,/sets/7962-1/Anakin-Skywalker-and-Sebulba-s-Podracers,Licensed,Star Wars,Episode I,2011.0,810.0,5.0,/inventories/7962-1,/minifigs/inset-7962-1,89.99,112.0,76.0,4.8,10.0,"Anakin Skywalker, Obi-Wan Kenobi, Sebulba, Wald, Watto, Podracer, Prequel Trilogy, Tatooine, The Phantom Menace",Normal,Box
7964-1,Republic Frigate,/sets/7964-1/Republic-Frigate,Licensed,Star Wars,The Clone Wars,2011.0,1015.0,5.0,/inventories/7964-1,/minifigs/inset-7964-1,119.99,194.0,120.0,4.5,8.0,"Clone Trooper, Commander Wolffe, Eeth Koth, Quinlan Vos, Yoda, Cartoon, Cartoon Network, Escape Pod, Galactic Republic, Lifting Handle",Normal,Box
7965-1,Millennium Falcon,/sets/7965-1/Millennium-Falcon,Licensed,Star Wars,Episode IV,2011.0,1254.0,6.0,/inventories/7965-1,/minifigs/inset-7965-1,139.99,186.0,104.0,4.4,28.0,"Chewbacca, Darth Vader, Han Solo, Luke Skywalker, Obi-Wan Kenobi, Princess Leia, A New Hope, Original Trilogy, Rebel Alliance, Smuggler",Normal,Box
7976-1,Ocean Speeder,/sets/7976-1/Ocean-Speeder,Action/Adventure,Atlantis,,2011.0,54.0,1.0,/inventories/7976-1,/minifigs/inset-7976-1,4.99,6.0,4.0,3.8,6.0,"Lance Spears, 3Rd Wave, Snake",Normal,Box
7977-1,Seabed Strider,/sets/7977-1/Seabed-Strider,Action/Adventure,Atlantis,,2011.0,105.0,2.0,/inventories/7977-1,/minifigs/inset-7977-1,9.99,9.0,6.0,4.3,9.0,"Axel Storm, Hammerhead Warrior, 3Rd Wave, Converts, Mech, Seafloor Vehicle",Normal,Box
7978-1,Angler Attack,/sets/7978-1/Angler-Attack,Action/Adventure,Atlantis,,2011.0,200.0,2.0,/inventories/7978-1,/minifigs/inset-7978-1,19.99,42.0,22.0,4.6,5.0,"Barracuda Guardian, Dr Jeff Fisher, 3Rd Wave, Angler Fish, Brick Built Animals, Camera, Fish, Ruins",Normal,Box
7984-1,Deep Sea Raider,/sets/7984-1/Deep-Sea-Raider,Action/Adventure,Atlantis,,2011.0,265.0,2.0,/inventories/7984-1,/minifigs/inset-7984-1,29.99,31.0,19.0,4.7,3.0,"Dr Brains, Hammerhead Warrior, 3Rd Wave, Crab, Drill, Robot, Submarine",Normal,Box
7985-1,City of Atlantis,/sets/7985-1/City-of-Atlantis,Action/Adventure,Atlantis,,2011.0,686.0,5.0,/inventories/7985-1,/minifigs/inset-7985-1,69.99,110.0,76.0,4.5,6.0,"Ace Speedman, Atlantis Temple Statue, Barracuda Guardian, Lobster Guardian, Samantha Rhodes, 3Rd Wave, Brick Built Animals, Crab, Lobster, Ruins, Submarine, Temple, Trapdoor",Normal,Box
8065-1,Mini Container Truck,/sets/8065-1/Mini-Container-Truck,Technical,Technic,,2011.0,119.0,0.0,/inventories/8065-1,,10.99,13.0,6.0,4.8,5.0,"Hook Loader, Microscale, Tow Truck, Truck",Normal,Box
8066-1,Off-Roader,/sets/8066-1/Off-Roader,Technical,Technic,,2011.0,141.0,0.0,/inventories/8066-1,,19.99,25.0,9.0,3.8,4.0,"Convertible, Functional Steering, Off Roader, Sprung",Normal,Box
8067-1,Mini Mobile Crane,/sets/8067-1/Mini-Mobile-Crane,Technical,Technic,,2011.0,292.0,0.0,/inventories/8067-1,,24.99,32.0,16.0,3.8,5.0,"Construction, Crane, Microscale, Mobile Crane",Normal,Box
8068-1,Rescue Helicopter,/sets/8068-1/Rescue-Helicopter,Technical,Technic,,2011.0,408.0,0.0,/inventories/8068-1,,39.99,45.0,24.0,3.7,6.0,"Aircraft, Helicopter, Medical, Multibuild, Propeller Aircraft",Normal,Box
8069-1,Backhoe Loader,/sets/8069-1/Backhoe-Loader,Technical,Technic,,2011.0,609.0,0.0,/inventories/8069-1,,59.99,105.0,41.0,4.8,13.0,"Backhoe, Construction, Front Loader",Normal,Box
8070-1,Super Car,/sets/8070-1/Super-Car,Technical,Technic,,2011.0,1281.0,0.0,/inventories/8070-1,,119.99,204.0,99.0,4.6,12.0,"Electric, Functional Steering, Power Functions, Super Car",Normal,Box
8071-1,Bucket Truck,/sets/8071-1/Bucket-Truck,Technical,Technic,,2011.0,593.0,0.0,/inventories/8071-1,,49.99,94.0,41.0,4.3,3.0,"Cherry Picker, Service Vehicle, Truck",Normal,Box
8081-1,Extreme Cruiser,/sets/8081-1/Extreme-Cruiser,Technical,Technic,,2011.0,590.0,0.0,/inventories/8081-1,,59.99,139.0,64.0,3.7,3.0,Off Roader,Normal,Box
8109-1,Flatbed Truck,/sets/8109-1/Flatbed-Truck,Technical,Technic,,2011.0,1115.0,0.0,/inventories/8109-1,,99.99,254.0,117.0,4.4,5.0,"Electric, Power Functions, Service Vehicle, Tow Truck, Truck",Normal,Box
8110-1,Mercedes-Benz Unimog U 400,/sets/8110-1/Mercedes-Benz-Unimog-U-400,Technical,Technic,,2011.0,2048.0,0.0,/inventories/8110-1,,199.99,252.0,182.0,4.8,16.0,"Compressor, Crane, Electric, Flagship Set, Functional Steering, Off Roader, Pneumatic, Power Functions, Sprung, Truck, Unimog",Normal,Box
8200-1,Radiator Springs Lightning McQueen,/sets/8200-1/Radiator-Springs-Lightning-McQueen,Licensed,Cars,,2011.0,35.0,0.0,/inventories/8200-1,,6.99,15.0,8.0,4.5,4.0,"Disney, Lightning Mcqueen, Pixar, Racing Car",Normal,Box
8201-1,Radiator Springs Classic Mater,/sets/8201-1/Radiator-Springs-Classic-Mater,Licensed,Cars,,2011.0,52.0,0.0,/inventories/8201-1,,6.99,11.0,5.0,4.4,8.0,"Disney, Pixar, Tow Mater, Tow Truck",Normal,Box
8206-1,Tokyo Pit Stop,/sets/8206-1/Tokyo-Pit-Stop,Licensed,Cars,Cars 2,2011.0,147.0,0.0,/inventories/8206-1,,14.99,18.0,10.0,4.0,5.0,"Cars 2, Disney, Forklift, Guido, Japan, Luigi, Pit Stop, Pixar, World Grand Prix",Normal,Box
8221-1,Storming Enforcer,/sets/8221-1/Storming-Enforcer,Racing,Racers,,2011.0,97.0,0.0,/inventories/8221-1,,12.99,,7.0,,,"Motorcycle, Police, Slammer",Normal,Box
