set_no,name,price_store,price_used,popularity,group,year,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
7194-1,Yoda,100.0,231.0,11.100000000000001,Licensed,2002.0,1080,106,9,Tan,Green
7200-1,Final Duel I,7.0,18.0,106.6,Licensed,2002.0,33,25,7,Black,Gray
7201-1,Final Duel II,7.0,12.0,138.6,Licensed,2002.0,28,24,8,Black,Gray
7203-1,Jedi Defense I,7.0,16.0,117.0,Licensed,2002.0,63,22,9,Gray,Brown
7204-1,Jedi Defense II,7.0,14.0,79.2,Licensed,2002.0,57,32,10,Tan,Gray
8009-1,R2-D2,20.0,22.0,20.0,Licensed,2002.0,246,69,8,White,Black
8010-1,Darth Vader,40.0,40.0,18.0,Licensed,2002.0,410,80,7,Black,Gray
8011-1,Jango Fett,30.0,20.0,28.200000000000003,Licensed,2002.0,440,91,9,Gray,Black
8012-1,Super Battle Droid,35.0,25.0,18.0,Licensed,2002.0,393,78,8,Black,Gray
8461-1,Williams F1 Team Racer,129.99,232.0,28.799999999999997,Racing,2002.0,1491,190,10,Black,Gray
8468-1,Power Crusher,8.0,3.0,11.100000000000001,Racing,2002.0,86,36,6,Black,Gray
8469-1,Slammer Raptor,10.0,5.0,5.0,Racing,2002.0,143,48,6,Black,Gray
8470-1,Slammer G-Force,15.0,8.0,,Racing,2002.0,152,52,6,Black,Gray
8471-1,Nitro Burner,20.0,7.0,3.0,Racing,2002.0,118,44,7,Black,Gray
8472-1,Street 'n' Mud Racer,69.99,36.0,,Racing,2002.0,353,81,10,Black,Gray
8473-1,Nitro Race Team,50.0,57.0,,Racing,2002.0,511,100,10,Black,Gray
8475-1,RC Race Buggy,130.0,270.0,14.100000000000001,Racing,2002.0,290,72,8,Black,Gray
10020-1,Santa Fe Super Chief,40.0,202.0,62.4,Modern day,2002.0,429,122,10,Gray,Red
10022-1,Santa Fe Cars - Set II,35.0,255.0,12.899999999999999,Modern day,2002.0,413,81,12,Gray,Gray
10024-1,Red Baron,50.0,206.0,14.100000000000001,Model making,2002.0,678,185,9,Red,Gray
10025-1,Santa Fe Cars - Set I,35.0,194.0,10.0,Modern day,2002.0,326,67,11,Gray,Gray
10026-1,Special Edition Naboo Starfighter,40.0,250.0,25.799999999999997,Licensed,2002.0,190,88,9,Yellow,Black
10030-1,Imperial Star Destroyer,269.99,699.0,159.8,Licensed,2002.0,3133,218,11,Gray,Gray
10036-1,Pizza-To-Go,20.0,41.0,35.0,Modern day,2002.0,152,78,13,White,Red
10037-1,Breezeway Café,23.0,30.0,17.2,Modern day,2002.0,205,81,11,White,Yellow
10039-1,Black Falcon's Fortress,40.0,177.0,18.0,Historical,2002.0,437,114,9,Gray,Black
10040-1,Black Seas Barracuda,90.0,245.0,38.4,Historical,2002.0,921,199,10,Black,Yellow
10075-1,Spider-Man Action Pack,7.0,39.0,,Modern day,2002.0,25,14,5,Tan,Gray
10153-1,Train Motor 9 V,24.99,61.0,10.0,Modern day,2002.0,3,2,1,Black,Black
3427-1,NBA Slam Dunk,8.0,9.0,11.2,Modern day,2003.0,55,35,9,Black,Red
3428-1,One vs One Action,10.0,30.0,13.2,Modern day,2003.0,41,32,11,Black,Red
3429-1,Ultimate Defense,15.0,15.0,3.0,Modern day,2003.0,83,60,11,Black,Red
3431-1,Street Ball 2 vs 2,20.0,25.0,17.2,Modern day,2003.0,187,58,11,Gray,Black
3432-1,NBA Challenge,50.0,61.0,15.0,Modern day,2003.0,453,95,13,Red,Gray
3433-1,The Ultimate NBA Arena,80.0,140.0,20.0,Modern day,2003.0,492,105,16,Tan,Gray
3535-1,Skateboard Street Park,10.0,11.0,8.100000000000001,Modern day,2003.0,68,28,11,Gray,Gray
3536-1,Snowboard Big Air Comp,15.0,34.0,14.0,Modern day,2003.0,86,48,9,White,Blue
3537-1,Skateboard Vert Park Challenge,20.0,16.0,2.0,Modern day,2003.0,93,45,12,Gray,Gray
3538-1,Snowboard Boarder Cross Race,30.0,37.0,25.799999999999997,Modern day,2003.0,202,83,13,Blue,White
3540-1,Puck Passer,8.0,3.0,9.0,Modern day,2003.0,47,30,7,Black,Gray
3541-1,Slap Shot,8.0,2.0,9.899999999999999,Modern day,2003.0,47,29,8,Black,White
3542-1,Flip Shot,8.0,4.0,14.0,Modern day,2003.0,49,31,8,Black,Gray
3543-1,Slammer Goalie,8.0,3.0,9.899999999999999,Modern day,2003.0,47,30,7,Black,Gray
3544-1,Game Set,15.0,14.0,5.0,Modern day,2003.0,153,47,11,Black,Red
3548-1,Slam Dunk Trainer,4.0,5.0,12.0,Modern day,2003.0,21,18,8,Black,Gray
3549-1,Practice Shooting,4.0,4.0,3.0,Modern day,2003.0,17,15,8,Black,Gray
3550-1,Jump and Shoot,4.0,4.0,16.0,Modern day,2003.0,19,18,7,White,Red
3557-1,Blue Player and Goal,4.0,1.0,,Modern day,2003.0,41,27,8,Black,Blue
3558-1,Red Player and Goal,4.0,2.0,,Modern day,2003.0,41,27,7,Red,Black
3559-1,Red and Blue Player,4.0,2.0,9.0,Modern day,2003.0,44,25,8,Black,Gray
3560-1,NBA Collectors # 1,8.0,9.0,17.2,Modern day,2003.0,15,13,7,Tan,Tan
3561-1,NBA Collectors # 2,8.0,15.0,9.899999999999999,Modern day,2003.0,15,13,6,Brown,Tan
3562-1,NBA Collectors # 3,8.0,30.0,5.0,Modern day,2003.0,17,15,7,Tan,Tan
3563-1,NBA Collectors # 4,8.0,12.0,6.8999999999999995,Modern day,2003.0,15,13,7,Tan,Tan
3564-1,NBA Collectors # 5,8.0,14.0,3.0,Modern day,2003.0,15,13,6,Brown,Tan
3565-1,NBA Collectors # 6,8.0,19.0,5.0,Modern day,2003.0,15,13,7,Tan,Tan
3566-1,NBA Collectors # 7,8.0,30.0,,Modern day,2003.0,15,13,7,Tan,Tan
3584-1,Rapid Return,8.0,12.0,12.0,Modern day,2003.0,47,32,10,Red,Tan
3585-1,Snowboard Super Pipe,50.0,64.0,14.0,Modern day,2003.0,225,84,9,White,Blue
4023-1,Fun and Adventure,4.0,1.0,,Model making,2003.0,55,26,9,Blue,White
4090-1,Motion Madness,14.99,19.0,18.0,Model making,2003.0,249,95,9,Blue,Black
4093-1,Wild Wind-Up,25.0,34.0,10.0,Model making,2003.0,328,127,13,Red,Gray
4094-1,Motor Movers,40.0,33.0,5.0,Model making,2003.0,261,100,11,Black,Yellow
4095-1,Record and Play,50.0,48.0,23.0,Model making,2003.0,350,105,10,Green,Black
4096-1,Micro Wheels,10.0,12.0,15.0,Model making,2003.0,221,88,8,Yellow,Black
4097-1,Mini Robots,10.0,18.0,24.0,Model making,2003.0,229,112,12,Black,Gray
4098-1,High Flyers,10.0,15.0,15.0,Model making,2003.0,200,83,12,White,Gray
4099-1,Robobots,20.0,18.0,25.799999999999997,Model making,2003.0,332,152,11,Blue,Black
4100-1,Maximum Wheels,20.0,13.0,48.0,Model making,2003.0,301,140,9,Red,Gray
4101-1,Wild Collection,30.0,33.0,25.0,Model making,2003.0,495,181,17,Black,Green
4401-1,Little Creations,7.0,4.0,12.0,Model making,2003.0,115,58,9,Black,Blue
4402-1,Sea Riders,40.0,51.0,8.0,Model making,2003.0,556,172,10,Blue,Gray
4403-1,Air Blazers,50.0,43.0,25.0,Model making,2003.0,712,209,14,Black,Red
4404-1,Land Busters,60.0,60.0,48.400000000000006,Model making,2003.0,783,220,13,Black,Yellow
4475-1,Jabba's Message,7.0,21.0,139.39999999999998,Licensed,2003.0,50,32,9,Brown,Tan
4476-1,Jabba's Prize,7.0,23.0,135.29999999999998,Licensed,2003.0,44,36,8,Gray,Brown
4477-1,T-16 Skyhopper ,15.0,17.0,68.0,Licensed,2003.0,101,54,10,Gray,White
4478-1,Geonosian Fighter,20.0,30.0,139.5,Licensed,2003.0,172,63,11,Gray,Tan
4479-1,TIE Bomber,30.0,59.0,103.19999999999999,Licensed,2003.0,235,65,11,Gray,Blue
4480-1,Jabba's Palace,30.0,79.0,95.0,Licensed,2003.0,241,110,15,Black,Gray
4481-1,Hailfire Droid,50.0,84.0,81.0,Licensed,2003.0,689,87,9,Black,Gray
4482-1,AT-TE,70.0,111.0,69.69999999999999,Licensed,2003.0,656,167,14,Gray,Gray
4483-1,AT-AT,100.0,176.0,225.39999999999998,Licensed,2003.0,1075,196,13,Gray,Gray
4511-1,High Speed Train,90.0,123.0,33.300000000000004,Modern day,2003.0,337,112,16,White,Gray
4512-1,Cargo Train,139.99,170.0,44.1,Modern day,2003.0,552,169,16,Gray,Black
4513-1,Grand Central Station,50.0,65.0,34.4,Modern day,2003.0,357,155,19,Black,Yellow
4514-1,Cargo Crane,20.0,37.0,18.0,Modern day,2003.0,178,78,12,Black,Yellow
4719-1,Quality Quidditch Supplies,10.0,29.0,9.0,Licensed,2003.0,123,68,16,Gray,Green
4720-1,Knockturn Alley,20.0,39.0,28.200000000000003,Licensed,2003.0,214,101,18,Black,Blue
4850-1,Spider-Man's first chase,20.0,71.0,21.0,Licensed,2003.0,194,102,17,Gray,White
4851-1,Spider-Man and Green Goblin - The Origins,30.0,63.0,55.199999999999996,Licensed,2003.0,227,126,22,Gray,Tan
4852-1,Spider-Man vs. Green Goblin -- The final showdown,50.0,78.0,41.0,Licensed,2003.0,362,125,18,Tan,Gray
7030-1,Squad Car,4.0,11.0,41.8,Modern day,2003.0,51,33,11,Black,White
7031-1,Helicopter,10.0,9.0,31.2,Modern day,2003.0,92,59,10,Black,White
7032-1,Police 4WD and Undercover Van,15.0,15.0,42.0,Modern day,2003.0,156,80,12,Black,Gray
7033-1,Armoured Car Action,20.0,16.0,73.1,Modern day,2003.0,180,98,14,Black,Gray
7034-1,Surveillance Truck,30.0,28.0,20.0,Modern day,2003.0,260,110,12,White,Black
7035-1,Police HQ,50.0,39.0,8.0,Modern day,2003.0,430,188,15,White,Black
7409-1,Secret of the Tomb,4.0,5.0,53.3,Historical,2003.0,50,36,9,White,Black
7410-1,Jungle River,8.0,12.0,32.9,Historical,2003.0,72,58,15,Gray,Black
7411-1,Tygurah's Roar,10.0,16.0,40.0,Historical,2003.0,97,46,15,White,Brown
7412-1,Yeti's Hideout,10.0,18.0,66.0,Historical,2003.0,121,64,12,White,Gray
7413-1,Passage of Jun-Chi,10.0,12.0,35.1,Historical,2003.0,105,52,12,Red,Black
7414-1,Elephant Caravan,20.0,46.0,47.3,Historical,2003.0,116,83,14,Gray,Gray
7415-1,Aero Nomad,20.0,28.0,22.0,Historical,2003.0,129,69,10,Black,Gray
7416-1,Emperor's Ship,20.0,34.0,32.8,Historical,2003.0,184,90,12,Black,Red
7417-1,Temple of Mount Everest,30.0,48.0,50.400000000000006,Historical,2003.0,324,172,14,Gray,Black
7418-1,Scorpion Palace,50.0,95.0,51.599999999999994,Historical,2003.0,390,185,18,White,Gray
7419-1,Dragon Fortress,90.0,154.0,114.99999999999999,Historical,2003.0,791,261,19,Black,Red
7420-1,Thunder Blazer,8.0,10.0,42.0,Historical,2003.0,71,47,8,Gray,Black
7422-1,Red Eagle,4.0,5.0,22.799999999999997,Historical,2003.0,33,26,9,Gray,Black
7424-1,Black Cruiser,4.0,6.0,16.0,Historical,2003.0,31,22,7,Black,Gray
7467-1,International Space Station,15.0,43.0,20.0,Modern day,2003.0,168,70,8,White,Black
7468-1,Saturn V Moon Mission,20.0,70.0,4.0,Modern day,2003.0,183,77,10,Tan,White
7469-1,Mission To Mars,30.0,47.0,19.2,Modern day,2003.0,427,142,14,Gray,White
7470-1,Space Shuttle Discovery-STS-31,50.0,107.0,42.300000000000004,Modern day,2003.0,838,197,12,White,Black
7471-1,Mars Exploration Rover,90.0,106.0,22.0,Modern day,2003.0,875,118,11,Gray,Black
8350-1,Pro Stunt,4.0,4.0,19.2,Racing,2003.0,33,21,6,Black,Tan
8353-1,Slammer Rhino,20.0,13.0,5.0,Racing,2003.0,223,68,11,Black,Gray
8354-1,Exo Force Bike,10.0,7.0,8.0,Racing,2003.0,102,40,10,Gray,Black
8355-1,H.O.T. Blaster Bike,10.0,5.0,4.0,Racing,2003.0,94,40,9,Gray,Black
8356-1,Jungle Monster,15.0,14.0,9.0,Racing,2003.0,121,65,12,Black,Green
8357-1,Zonic Strike,15.0,6.0,5.0,Racing,2003.0,111,63,7,Black,Gray
8358-1,Off-Roader,4.0,4.0,7.0,Racing,2003.0,28,19,7,Blue,Black
8359-1,Desert Racer,4.0,3.0,9.899999999999999,Racing,2003.0,29,23,4,Black,Red
8360-1,Track Racer,4.0,3.0,7.0,Racing,2003.0,25,16,6,Black,Yellow
8363-1,Baja Desert Racers,40.0,39.0,,Racing,2003.0,328,69,10,Black,Gray
8364-1,Multi-Challenge Race Track,89.99,88.0,12.0,Racing,2003.0,636,154,17,Black,Gray
8365-1,Tuneable Racer,70.0,51.0,,Racing,2003.0,203,60,8,Black,Gray
8366-1,Supersonic RC,130.0,238.0,15.0,Racing,2003.0,428,91,10,Black,Gray
8370-1,Nitro Stunt Bike,10.0,10.0,12.0,Racing,2003.0,95,40,7,Black,Gray
8371-1,Extreme Power Bike,10.0,5.0,8.0,Racing,2003.0,100,39,7,Gray,Black
8374-1,Williams F1 Team Racer,13.0,28.0,21.0,Racing,2003.0,99,57,8,White,Blue
8376-1,Hot Flame RC Car,80.0,261.0,3.0,Racing,2003.0,263,77,10,Black,Gray
10027-1,Train Engine Shed,70.0,315.0,48.0,Modern day,2003.0,678,170,14,Gray,Red
10029-1,Lunar Lander,40.0,236.0,12.899999999999999,Modern day,2003.0,476,133,12,Gray,Tan
10041-1,Main Street,65.0,92.0,44.0,Modern day,2003.0,649,161,11,Red,White
10123-1,Cloud City,100.0,778.0,70.5,Licensed,2003.0,722,224,18,Gray,Gray
10124-1,Wright Flyer,60.0,179.0,15.2,Model making,2003.0,677,125,5,Brown,Black
10127-1,NHL All Teams Set,9.0,15.0,4.0,Modern day,2003.0,56,32,9,Black,White
10128-1,Train Level Crossing,50.0,98.0,20.0,Modern day,2003.0,332,135,17,Black,Red
10129-1,Rebel Snowspeeder,130.0,280.0,21.0,Licensed,2003.0,1465,288,11,Gray,Gray
3578-1,NHL Championship Challenge,40.0,128.0,18.0,Modern day,2004.0,400,88,10,Black,White
3579-1,NHL Street Hockey,20.0,21.0,24.0,Modern day,2004.0,122,53,13,Black,Red
4407-1,Transportation,20.0,16.0,8.0,Model making,2004.0,302,112,18,White,Gray
4408-1,Animals,10.0,14.0,,Model making,2004.0,202,96,14,Yellow,Red
4500-1,Rebel Snowspeeder,20.0,31.0,202.4,Licensed,2004.0,219,108,10,White,Gray
4501-1,Mos Eisley Cantina,30.0,68.0,151.20000000000002,Licensed,2004.0,199,112,20,Red,Tan
4502-1,X-wing Fighter,50.0,113.0,206.8,Licensed,2004.0,572,197,17,White,Gray
4504-1,Millennium Falcon,100.0,112.0,230.39999999999998,Licensed,2004.0,1002,190,18,Gray,Gray
4505-1,Sea Machines,7.0,6.0,12.899999999999999,Model making,2004.0,176,82,8,Black,Yellow
4506-1,Deep Sea Predators,20.0,40.0,22.799999999999997,Model making,2004.0,359,149,12,Black,White
4507-1,Prehistoric Creatures,30.0,40.0,159.8,Model making,2004.0,726,168,13,Red,Red
4508-1,Titan XP,50.0,73.0,91.2,Model making,2004.0,789,179,8,Black,Gray
4742-1,Chill Speeder,4.0,5.0,57.2,Action/Adventure,2004.0,63,44,12,Black,Blue
4743-1,Ice Blade,10.0,8.0,110.00000000000001,Action/Adventure,2004.0,104,62,11,Black,Gray
4744-1,Tundra Tracker,20.0,15.0,36.8,Action/Adventure,2004.0,144,80,12,Black,White
4745-1,Blue Eagle vs. Snow Crawler,30.0,24.0,36.8,Action/Adventure,2004.0,266,136,16,Black,Gray
4746-1,Mobile Command Center,50.0,37.0,36.0,Action/Adventure,2004.0,429,156,16,Black,White
4748-1,Ogel's Mountain Fortress,70.0,84.0,32.199999999999996,Action/Adventure,2004.0,421,163,14,Black,Gray
4750-1,Draco's Encounter with Buckbeak,8.0,28.0,32.8,Licensed,2004.0,39,31,10,Gray,Gray
4751-1,Harry and the Marauder's Map,10.0,39.0,18.0,Licensed,2004.0,110,62,14,Gray,Gray
4752-1,Professor Lupin's Classroom,20.0,54.0,25.799999999999997,Licensed,2004.0,166,98,24,Gray,Black
4753-1,Sirius Black's Escape,20.0,70.0,64.39999999999999,Licensed,2004.0,193,78,12,Gray,Gray
4754-1,Hagrid's Hut,30.0,64.0,12.899999999999999,Licensed,2004.0,299,104,18,Gray,Gray
4755-1,Knight Bus,30.0,70.0,43.199999999999996,Licensed,2004.0,249,83,14,Blue,Black
4756-1,Shrieking Shack,50.0,162.0,37.800000000000004,Licensed,2004.0,460,175,25,Brown,Gray
4757-1,Hogwarts Castle,90.0,201.0,46.0,Licensed,2004.0,916,248,22,Tan,Gray
4758-1,Hogwarts Express,40.0,99.0,17.2,Licensed,2004.0,379,129,15,Black,Red
4853-1,Spider-Man's Street Chase,10.0,20.0,24.0,Licensed,2004.0,88,68,18,Gray,Gray
4854-1,Doc Ock's Bank Robbery,20.0,44.0,21.0,Licensed,2004.0,179,106,19,Black,White
4855-1,Spider-Man's Train Rescue,30.0,75.0,45.0,Licensed,2004.0,306,113,18,Gray,Gray
4856-1,Doc Ock's Hideout,50.0,59.0,36.9,Licensed,2004.0,493,150,19,Gray,Brown
4857-1,Doc Ock's Fusion Lab,20.0,58.0,32.0,Licensed,2004.0,243,127,19,Red,White
4886-1,Building Bonanza,40.0,54.0,62.4,Model making,2004.0,670,82,11,White,Red
7042-1,Dune Patrol,4.0,3.0,38.5,Modern day,2004.0,39,26,9,Black,Yellow
7043-1,Firefighter,8.0,7.0,32.8,Modern day,2004.0,71,51,12,Red,White
7044-1,Rescue Chopper,20.0,10.0,45.0,Modern day,2004.0,211,109,12,Black,Yellow
7045-1,Hovercraft Hideout,30.0,19.0,30.099999999999998,Modern day,2004.0,278,135,17,Black,Gray
7046-1,Fire Command Craft,30.0,28.0,25.799999999999997,Modern day,2004.0,275,121,13,Red,Black
7047-1,Coast Watch HQ,50.0,57.0,27.0,Modern day,2004.0,377,200,14,Black,Yellow
7214-1,Airline Promotional Set,12.0,31.0,5.0,Modern day,2004.0,129,78,11,Red,Gray
7262-1,TIE Fighter and Y-Wing,50.0,62.0,28.0,Licensed,2004.0,417,132,13,Gray,Black
8362-1,Ferrari F1 Racer,15.0,10.0,21.0,Racing,2004.0,119,65,7,Red,Black
8369-1,Dirt Crusher RC,140.0,155.0,70.5,Racing,2004.0,87,25,7,Gray,Black
8375-1,Ferrari F1 Pit Set,30.0,27.0,30.800000000000004,Racing,2004.0,226,103,9,Red,White
8378-1,Red Beast RC,40.0,56.0,12.0,Racing,2004.0,69,24,7,Gray,Black
8380-1,Red Maniac,10.0,4.0,5.0,Racing,2004.0,86,43,5,Red,Gray
8381-1,Exo Raider,10.0,1.0,10.0,Racing,2004.0,97,42,5,Black,Gray
8382-1,Hot Buster,10.0,1.0,9.0,Racing,2004.0,68,34,4,Yellow,Black
8383-1,Nitro Terminator,10.0,5.0,4.0,Racing,2004.0,74,38,7,Gray,Black
8384-1,Jungle Crasher,10.0,8.0,4.0,Racing,2004.0,78,39,7,Black,Gray
8385-1,Exo Stealth,10.0,6.0,9.0,Racing,2004.0,86,39,7,Black,Red
8386-1,Ferrari F1 Racer 1:10,70.0,57.0,48.400000000000006,Racing,2004.0,738,131,12,Black,Gray
8389-1,M. Schumacher and R. Barrichello,7.0,18.0,17.2,Racing,2004.0,14,9,5,Red,White
8777-1,Vladek Encounter,9.0,12.0,70.4,Historical,2004.0,45,35,11,Black,Gray
8778-1,Border Ambush,20.0,16.0,53.199999999999996,Historical,2004.0,181,85,15,Gray,Black
8779-1,The Grand Tournament,30.0,16.0,22.0,Historical,2004.0,325,122,18,Black,Gray
8780-1,Citadel of Orlan,50.0,52.0,38.0,Historical,2004.0,452,183,22,Gray,Gray
8781-1,The Castle of Morcia,90.0,91.0,142.79999999999998,Historical,2004.0,666,230,24,Gray,Black
8799-1,Knights' Castle Wall,20.0,21.0,30.099999999999998,Historical,2004.0,178,73,13,Gray,Gray
8800-1,Vladek's Siege Engine,20.0,11.0,48.0,Historical,2004.0,193,65,13,Black,Red
10131-1,TIE Fighter Collection,70.0,126.0,39.6,Licensed,2004.0,688,97,14,Blue,Black
10132-1,Motorised Hogwarts Express,120.0,380.0,56.400000000000006,Licensed,2004.0,703,217,20,Black,Gray
10134-1,Y-wing Attack Starfighter,120.0,240.0,52.8,Licensed,2004.0,1503,262,13,Gray,White
10151-1,Hot Rod,40.0,80.0,12.899999999999999,Model making,2004.0,430,148,7,Gray,Blue
10152-1,Maersk Sealand Container Ship,75.0,187.0,12.899999999999999,Model making,2004.0,991,161,14,White,Gray
10156-1,LEGO Truck,15.0,22.0,39.6,Modern day,2004.0,108,56,10,Yellow,Black
10157-1,High Speed Train Locomotive,25.0,73.0,16.0,Modern day,2004.0,135,59,12,White,Gray
10158-1,High Speed Train Car,25.0,73.0,11.100000000000001,Modern day,2004.0,152,50,9,White,Gray
10159-1,City Airport,90.0,145.0,55.0,Modern day,2004.0,929,338,16,White,Gray
4762-1,Rescue from the Merpeople,20.0,85.0,21.0,Licensed,2005.0,179,90,22,Blue,Gray
4766-1,Graveyard Duel,30.0,161.0,19.2,Licensed,2005.0,568,211,18,Gray,Black
4767-1,Harry and the Hungarian Horntail,30.0,157.0,12.0,Licensed,2005.0,267,112,14,Yellow,Gray
4768-1,The Durmstrang Ship,49.99,136.0,24.0,Licensed,2005.0,560,168,20,Black,Tan
4770-1,Blizzard Blaster,30.0,31.0,54.6,Action/Adventure,2005.0,307,107,12,Blue,Blue
4774-1,Scorpion Orb Launcher,20.0,26.0,43.199999999999996,Action/Adventure,2005.0,226,83,14,Black,Red
4881-1,Robo Platoon,10.0,11.0,25.799999999999997,Model making,2005.0,227,89,13,Black,Gray
4882-1,Speed Wings,10.0,14.0,3.0,Model making,2005.0,164,79,10,Blue,Black
4883-1,Gear Grinders,20.0,16.0,10.0,Model making,2005.0,279,82,11,Red,Black
4884-1,Wild Hunters,30.0,73.0,18.0,Model making,2005.0,634,178,13,Tan,Brown
4888-1,Underwater Exploration,40.0,80.0,23.0,Model making,2005.0,631,156,10,Yellow,Gray
7015-1,Viking Warrior challenges the Fenris Wolf,5.0,12.0,49.5,Historical,2005.0,82,42,14,Black,Gray
7016-1,Viking Boat against the Wyvern Dragon,10.0,23.0,61.60000000000001,Historical,2005.0,115,59,16,Black,White
7017-1,Viking Catapult versus the Nidhogg Dragon ,20.0,39.0,39.6,Historical,2005.0,228,103,17,Black,Red
7018-1,Viking Ship challenges the Midgard Serpent ,50.0,133.0,57.599999999999994,Historical,2005.0,593,207,22,Black,Brown
7019-1,Viking Fortress against the Fafnir Dragon,70.0,104.0,35.0,Historical,2005.0,1061,238,22,Gray,Black
7235-1,Police Motorcycle,3.99,3.0,155.79999999999998,Modern day,2005.0,35,26,10,White,Black
7236-1,Police Car,5.99,4.0,148.2,Modern day,2005.0,60,36,10,White,Black
7237-1,Police Station,69.99,81.0,98.7,Modern day,2005.0,612,210,15,White,Black
7238-1,Fire Helicopter,9.99,6.0,51.599999999999994,Modern day,2005.0,78,51,12,Black,Red
7239-1,Fire Truck,22.99,12.0,117.0,Modern day,2005.0,220,104,14,White,Red
7240-1,Fire Station,30.0,29.0,36.0,Modern day,2005.0,268,129,13,Red,Black
7241-1,Fire Car,3.99,3.0,100.80000000000001,Modern day,2005.0,54,38,10,White,Red
7242-1,Street Sweeper,7.99,7.0,108.10000000000001,Modern day,2005.0,67,49,11,Black,Yellow
7243-1,Construction Site,39.99,41.0,11.100000000000001,Modern day,2005.0,306,129,13,Yellow,Gray
7244-1,Speedboat,29.99,15.0,25.200000000000003,Modern day,2005.0,109,55,9,Red,Black
7245-1,Prisoner Transport,12.99,6.0,88.0,Modern day,2005.0,102,54,12,White,Gray
7246-1,Mini Digger,3.99,3.0,40.7,Modern day,2005.0,37,25,8,Black,Yellow
7248-1,Digger,19.99,17.0,20.0,Modern day,2005.0,133,73,13,Yellow,Gray
7249-1,XXL Mobile Crane,69.99,72.0,48.400000000000006,Modern day,2005.0,533,164,14,Yellow,Gray
7250-1,Clone Scout Walker,10.0,18.0,259.6,Licensed,2005.0,113,59,8,Gray,Gray
7251-1,Darth Vader Transformation,7.0,26.0,86.1,Licensed,2005.0,64,44,8,Gray,Gray
7252-1,Droid Tri-Fighter,15.0,13.0,120.39999999999999,Licensed,2005.0,151,46,11,Blue,Blue
7255-1,General Grievous Chase,20.0,50.0,180.0,Licensed,2005.0,118,61,17,Gray,Gray
7256-1,Jedi Starfighter and Vulture Droid,20.0,21.0,189.0,Licensed,2005.0,206,100,16,Gray,Gray
7257-1,Ultimate Lightsaber Duel,30.0,74.0,37.5,Licensed,2005.0,283,82,7,Gray,Gray
7258-1,Wookiee Attack,30.0,51.0,103.5,Licensed,2005.0,372,128,12,Black,Gray
7259-1,ARC-170 Fighter,40.0,45.0,257.59999999999997,Licensed,2005.0,407,153,18,White,Black
7260-1,Wookiee Catamaran,50.0,88.0,63.0,Licensed,2005.0,385,122,14,Brown,Gray
7261-1,Clone Turbo Tank,90.0,137.0,178.6,Licensed,2005.0,811,215,21,Gray,Gray
7263-1,TIE Fighter,20.0,26.0,77.89999999999999,Licensed,2005.0,161,50,11,Blue,Black
7264-1,Imperial Inspection,50.0,116.0,56.400000000000006,Licensed,2005.0,387,168,17,Gray,White
7283-1,Ultimate Space Battle,50.0,127.0,24.0,Licensed,2005.0,545,152,19,Gray,Gray
7344-1,Dump Truck,30.0,25.0,12.899999999999999,Modern day,2005.0,190,71,12,Black,Yellow
7473-1,Steel Sprinter vs. Mutant Lizard,4.0,9.0,71.4,Action/Adventure,2005.0,44,31,7,Black,Gray
7474-1,Urban Avenger vs. Raptor,10.0,22.0,32.9,Action/Adventure,2005.0,80,48,8,Black,Red
7475-1,Fire Hammer vs. Mutant Lizards,20.0,24.0,51.7,Action/Adventure,2005.0,267,97,15,Black,Gray
7476-1,Iron Predator vs. T-Rex,40.0,47.0,46.0,Action/Adventure,2005.0,280,108,16,Black,Gray
7477-1,T-1 Typhoon vs. T-Rex,70.0,108.0,76.8,Action/Adventure,2005.0,588,209,14,Black,Tan
8873-1,Fireball Catapult,8.0,8.0,25.200000000000003,Historical,2005.0,50,41,15,Black,Red
8874-1,Battle Wagon,20.0,21.0,24.0,Historical,2005.0,127,71,16,Black,Red
8875-1,King's Siege Tower,20.0,21.0,17.2,Historical,2005.0,131,69,16,Gray,Gray
8876-1,Scorpion Prison Cave,40.0,35.0,19.2,Historical,2005.0,279,139,20,Black,Gray
8877-1,Vladek's Dark Fortress,99.99,112.0,53.900000000000006,Historical,2005.0,995,310,29,Black,Gray
10133-1,Burlington Northern Santa Fe (BNSF) Locomotive,40.0,186.0,25.0,Modern day,2005.0,401,100,10,Black,Green
10143-1,Death Star II,269.99,726.0,30.800000000000004,Licensed,2005.0,3460,137,13,Gray,Gray
10144-1,Sandcrawler,139.99,184.0,103.4,Licensed,2005.0,1700,272,19,Brown,Black
10170-1,TTX Intermodal Double-Stack Car,40.0,122.0,15.0,Modern day,2005.0,365,99,7,Yellow,Black
3569-1,Grand Soccer Stadium,49.99,55.0,17.2,Modern day,2006.0,382,79,12,Black,Green
3570-1,Street Soccer,20.0,26.0,20.0,Modern day,2006.0,201,57,10,Gray,Green
3825-1,Krusty Krab,19.99,44.0,50.699999999999996,Licensed,2006.0,305,145,17,Brown,Black
3826-1,Build-A-Bob,29.99,61.0,11.100000000000001,Licensed,2006.0,452,125,14,Yellow,Black
3827-1,Adventures in Bikini Bottom,39.99,44.0,57.2,Licensed,2006.0,584,200,17,Yellow,Gray
3828-1,Air Temple,30.0,145.0,14.100000000000001,Licensed,2006.0,411,155,17,Tan,Black
